Condition,Durationinseconds,RecordedDate,Q4_ProductText,Q5_Initial_Urge,Q6_Initial_Intent,Q8_Browser,Q8_Version,Q8_OperatingSystem,Q8_Resolution,Q11_3_SqTable1,Q11_4_SqTable1,Q11_5_SqTable1,Q11_6_SqTable1,Q11_7_SqTable1,Q11_8_SqTable1,Q11_9_SqTable1,Q11_10_SqTable1,Q11_11_SqTable1,Q11_12_SqTable1,Q11_13_SqTable1,Q11_14_SqTable1,Q11_15_SqTable1,Q11_16_SqTable1,Q11_17_SqTable1,Q12_PageSubmit,Q15_3_SqTable2,Q15_4_SqTable2,Q15_5_SqTable2,Q15_6_SqTable2,Q15_7_SqTable2,Q15_8_SqTable2,Q15_9_SqTable2,Q15_10_SqTable2,Q15_11_SqTable2,Q15_12_SqTable2,Q15_13_SqTable2,Q15_14_SqTable2,Q15_15_SqTable2,Q15_16_SqTable2,Q15_17_SqTable2,Q16_PageSubmit,Q17_Grp2_PostUrge,Q18_Grp2_PostIntent,Q24_Grp1_PostUrge,Q25_Grp1_PostIntent,Q27_PlanningToBuy,IBT_1,IBT_2,IBT_3,IBT_4,IBT_5,MotivationLevel,SelfEfficacy,NFC_1,NFC_2,NFC_3,NFC_4,NFC_5,Gender,GenderTEXT,Age,Income,Race_White,Race_Hispanic,Race_Black,Race_NativeAmerican,Race_Asian,Race_PacificIslander,Race_Other,Race_Other_Text,Employment_FullTime,Employment_PartTime,Employment_OutLooking,Employment_OutNotLooking,Employment_StayHomeParent,Employment_Student,Employment_Military,Employment_Retired,Employment_UnableWork,MaritialStatus,Education,Q78_ReflectionDifficultyFor,Q79ReflectionDifficultyAgainst,Q108_DifficultyCounting,Q109_WasDistracted,Prod_Page_Number,Screener_Duration_sec,Screener_RecordedDate,Screener_Freq_ImpulseBuying,IBT5_NEW,IB_SCALE,NFC3_NEW,NFC_SCALE,DV_Urge,DV_Intent,ReflectionCondition,DistractionCondition,CHAR_Reflect_For_1,CHAR_Reflect_For_2,CHAR_Reflect_For_3,CHAR_Reflect_For_4,CHAR_Reflect_For_5,Total_Chars_ForBuying,CHAR_Reflect_Against_1,CHAR_Reflect_Against_2,CHAR_Reflect_Against_3,CHAR_Reflect_Against_4,CHAR_Reflect_Against_5,Total_Chars_AgainstBuying,Reflection_TotalCharacters,DV_POST_INDEX,DV_PRE_INDEX,NumberCorrect_Table1,NumberCorrect_Table2,NumberCorrect_TOTAL,TimeSpent_Distraction,ReflectionDiff_Urge,ReflectionDiff_Intent,DistractionDiff_Intent,DistractionDiff_Urge,NCFxReflection,AverageDifficulty_Reflection,InterventionDifficulty,InterventionTimeSpent,Male,IBTxReflection,IBTxDistraction,NCFxDistraction,UrgeIntent_DIFF,PerfectCountingScore_YN,filter_$
2,961,11/19/19 14:26,Product # 121: Winning Moves Games Classic Twister,4,2,Firefox,70,Windows NT 6.3,1536x864,5,3,5,4,4,4,6,5,4,4,4,3,5,1,4,133.122,2,1,6,5,5,5,3,4,5,5,5,6,4,2,3,78.542,3,2, , ,0,4,6,5,7,4,5,5,1,1,4,4,2,2, ,31,1,1,0,0,0,0,0,0, , , ,1, , , , , , ,6,5, , ,4,6,4,35,11/18/19 14:41,3,4,26,2,10,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,3,15,15,30,211.664, , ,0,1,0, ,4,211.664,0,0,26,10,.5,1,1
2,492,11/20/19 13:38,Product # 9: Pavilion Gift Company - Spoiled Dog Door Stopper,7,6,Chrome,78.0.3904.97,Windows NT 10.0,1366x768,5,3,5,4,4,4,6,5,4,4,4,3,5,1,4,98.279,2,1,6,5,5,5,3,4,5,5,5,6,4,2,3,73.815,6,6, , ,0,5,6,4,6,2,2,4,2,3,4,4,3,2, ,38,3,1,0,0,0,0,0,0, ,1, , , , , , , , ,1,6, , ,3,3,1,40,11/18/19 14:39,3,6,27,2,14,6,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6.5,15,15,30,172.094, , ,0,1,0, ,3,172.094,0,0,27,14,.5,1,1
2,986,11/20/19 10:24,Product # 191: LOCHAS Deluxe Super Soft Fluffy Shaggy Home Decor Faux Sheepskin Silky Rug for Bedroom Floor Sofa Chair,5,3,Chrome,78.0.3904.97,Windows NT 10.0,1920x1080,5,3,5,4,4,4,6,5,4,4,4,3,5,1,4,89.821,2,1,6,5,5,5,3,4,5,5,5,6,4,2,3,60.203,4,3, , ,0,2,2,3,5,5,6,6,2,1,5,1,2,2, ,23,3,1,0,0,0,0,0,0, ,1, , , , , , , , ,2,6, , ,4,1,5,265,11/18/19 14:52,2,3,15,1,7,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,4,15,15,30,150.024, , ,0,1,0, ,4,150.024,0,0,15,7,.5,1,1
2,653,11/19/19 14:32,"""Product # 125: PAWZ Road Cat Sleeping Bag Self-Warming Kitty Sack 20"""" 22""""""",4,3,Edge,18.17763,Windows NT 10.0,1366x768,5,3,5,4,4,4,6,5,4,4,4,3,5,1,4,100.835,2,1,6,5,5,5,3,4,5,5,5,6,4,2,3,65.312,3,2, , ,0,2,2,2,4,4,1,7,4,1,2,4,4,2, ,30,1,1,0,0,0,0,0,0, , ,1, , , , , , , ,1,6, , ,4,1,4,24,11/18/19 14:37,2,4,14,4,17,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,3.5,15,15,30,166.147, , ,1,1,0, ,4,166.147,0,0,14,17,1,1,1
2,485,11/19/19 14:20,Product # 19: Pink Octopus Ceramic 3D Coffee Mug with Tentacle Handle,5,6,Chrome,78.0.3904.97,Windows NT 6.3,1366x768,5,3,5,4,4,4,6,5,4,4,4,3,5,1,4,90.087,2,1,6,5,5,5,3,4,5,5,5,6,4,2,3,90.835,4,5, , ,0,4,4,3,4,2,4,5,4,3,4,4,4,2, ,23,1,1,0,0,0,0,0,0, , , ,1, , , , , , ,6,1, , ,3,2,1,32,11/18/19 14:26,2,6,21,2,17,4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,5.5,15,15,30,180.922, , ,1,1,0, ,3,180.922,0,0,21,17,1,1,1
2,1096,11/20/19 10:14,Product # 25: Abs Muscle Trainer for Men Women - Portable Trainer Abs Belt,6,6,Chrome,71.0.3578.99,Android 7.0,412x732,5,3,5,4,4,4,6,5,4,4,4,3,5,1,4,336.577,2,1,6,5,5,5,3,4,5,5,5,6,4,2,3,207.25,5,5, , ,0,4,4,3,4,3,5,5,4,4,4,4,4,2, ,47,1,0,0,1,0,0,0,0, ,1, , , , , , , , ,6,2, , ,4,5,1,82,11/18/19 14:28,2,5,20,2,18,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,15,15,30,543.827, , ,1,1,0, ,4,543.827,0,0,20,18,1,1,1
2,886,11/20/19 14:00,"""Product # 39: Gooseneck Tablet Holder, Lamicall Tablet Stand: Flexible Arm Clip Tablet Mount""",7,7,Chrome,78.0.3904.97,Windows NT 10.0,1366x768,5,3,5,4,4,4,6,5,4,4,4,3,5,1,4,239.675,2,1,6,5,5,5,3,4,5,5,5,6,4,2,3,133.467,6,6, , ,0,7,7,7,7,1,2,1,1,1,5,3,4,2, ,33,4,1,0,0,0,0,0,0, ,1, , , , , , , , ,1,6, , ,4,6,1,132,11/18/19 14:35,4,7,35,1,10,6,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,15,15,30,373.142, , ,1,1,0, ,4,373.142,0,0,35,10,1,1,1
2,382,11/21/19 9:00,"""Product # 17: Gogobuddy Pet Christmas Headdress, 7 Pack Snowman Santa Elk Crown""",4,2,Chrome,78.0.3904.87,Windows NT 10.0,1680x1050,5,3,5,4,4,4,6,5,4,4,4,3,5,1,4,83.317,2,1,6,5,5,5,3,4,5,5,5,6,4,2,3,126.255,3,1, , ,0,3,3,2,5,5,6,6,2,2,4,2,2,2, ,30,4,1,0,0,0,0,0,0, ,1, , , , , , , , ,1,6, , ,4,1,1,22,11/18/19 14:27,3,3,16,2,10,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,15,15,30,209.572, , ,1,1,0, ,4,209.572,0,0,16,10,1,1,1
2,1199,11/20/19 14:44,"""Product # 148: Decorative Throw Pillow Cover, the Mountains are Calling and I Must Go""",6,6,Safari,13.0.1,Macintosh,834x1194,5,3,5,4,4,4,6,5,4,4,4,3,5,1,4,197.806,2,1,6,5,5,5,3,4,5,5,5,6,4,2,3,117.695,5,5, , ,0,4,3,1,3,3,6,7,4,4,4,4,4,2, ,54,4,1,0,0,0,0,0,0, , , , , ,1, , , , ,1,6, , ,5,1,4,86,11/18/19 14:39,2,5,16,2,18,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,15,15,30,315.501, , ,1,1,0, ,5,315.501,0,0,16,18,1,1,1
2,474,11/19/19 14:21,Product # 7: WoneNice Camping Hammock - Portable Lightweight Double Nylon Hammock,4,5,Safari,13.0.3,Macintosh,834x1112,5,3,5,4,4,4,6,5,4,4,4,3,5,1,4,144.401,2,1,6,5,5,5,7,4,5,5,5,6,4,2,3,101.502,3,4, , ,0,4,4,2,3,5,2,5,4,5,3,3,5,2, ,41,4,1,0,0,0,0,0,0, ,1, , , , , , , , ,6,7, , ,5,1,1,94,11/18/19 14:31,3,3,16,3,20,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,4.5,15,14,29,245.903, , ,1,1,0, ,5,245.903,0,0,16,20,1,0,1
2,364,11/20/19 10:34,Product # 19: Pink Octopus Ceramic 3D Coffee Mug with Tentacle Handle,4,1,Safari iPhone,12.1.2,iPhone,375x667,5,3,5,4,4,4,6,5,4,4,4,3,5,1,4,93.638,2,1,6,4,5,5,3,4,5,5,5,6,4,2,3,78.462,1,1, , ,0,4,5,5,6,4,6,6,1,1,5,1,1,2, ,30,1,0,0,1,0,0,0,0, , , , , , ,1, , , ,6,7, , ,4,1,1,15,11/18/19 14:41,3,4,24,1,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.5,15,14,29,172.1, , ,0,3,0, ,4,172.1,0,0,24,5,1.5,0,1
2,680,11/20/19 9:59,Product # 129: Tech Tools Hand Pen Holder with Magnetic Back - Desktop Madness Series (HS-8040),5,4,Chrome,78.0.3904.97,Windows NT 10.0,1536x864,5,3,5,4,4,4,6,5,4,4,4,3,5,1,4,89.615,2,1,6,5,5,3,3,4,5,5,5,6,4,2,3,64.868,5,5, , ,0,4,4,3,6,3,7,5,2,2,4,5,5,2, ,38,2,1,0,0,0,0,0,0, , ,1, , , , , , , ,1,6, , ,5,5,4,64,11/18/19 14:32,3,5,22,2,16,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4.5,15,14,29,154.483, , ,-1,0,0, ,5,154.483,0,0,22,16,-.5,0,1
2,968,11/20/19 14:07,Product # 115: GnD Our Adventure Book Pixar Up Handmade DIY Family Scrapbook Photo Album,6,7,Chrome,78.0.3904.87,Windows NT 10.0,1920x1080,5,3,5,4,4,4,6,5,4,4,4,3,5,1,4,52.2,2,1,6,5,5,5,3,4,5,5,5,6,4,2,3,28.659,6,7, , ,0,6,6,6,6,2,6,3,5,2,3,5,5,2, ,36,4,1,0,0,0,0,0,0, ,1, , , , , , , , ,2,7, , ,5,1,3,19,11/18/19 14:33,3,6,30,3,20,6,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,6.5,15,15,30,80.859, , ,0,0,0, ,5,80.859,0,0,30,20,0,1,1
2,339,11/20/19 10:10,"""Product # 80: DELICORE Cactus Neon Signs, LED Remote Control Neon Light with Holder Base for Party Supplies""",3,3,MSIE,11,Windows NT 6.1,1920x1080,5,3,5,4,4,4,6,5,4,4,4,3,5,1,4,94.939,2,1,6,5,5,5,3,4,5,5,5,6,4,2,3,52.895,3,3, , ,0,4,4,4,5,5,5,5,3,2,3,3,2,2, ,21,1,1,0,0,0,0,0,0, ,1, , , , , , , , ,6,3, , ,3,1,2,1777,11/18/19 15:03,3,3,20,3,13,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,15,15,30,147.834, , ,0,0,0, ,3,147.834,0,0,20,13,0,1,1
2,422,11/19/19 14:20,Product # 37: Shooting Star Puzzle: Handmade & Organic 3D Brain Teaser Wooden Puzzle for Adults,6,7,Safari iPhone,13.0.3,iPhone,414x736,5,3,5,4,4,4,6,5,4,4,4,3,5,1,4,103.562,2,1,6,5,5,5,3,4,5,5,5,6,4,2,3,81.013,6,7, , ,0,5,4,3,1,3,5,6,4,2,5,4,2,2, ,30,1,1,0,0,0,0,0,0, ,1, , , , , , , , ,6,6, , ,5,7,1,28,11/18/19 14:43,2,5,18,1,13,6,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,6.5,15,15,30,184.575, , ,0,0,0, ,5,184.575,0,0,18,13,0,1,1
2,958,11/20/19 14:01,Product # 53: Glass Tea Cup with a Lid & Strainer Portable Cute Cat Tail Heat,4,5,Chrome,78.0.3904.97,Windows NT 10.0,1280x720,5,3,5,4,4,4,6,5,4,4,4,3,5,1,4,130.249,2,1,6,5,5,5,3,4,5,5,5,6,4,2,3,135.371,4,5, , ,0,4,5,4,3,2,6,4,4,3,3,4,5,2, ,25,3,0,1,0,0,0,0,0, , ,1, , , , , , , ,6,3, , ,5,1,2,26,11/18/19 14:23,3,6,22,3,19,4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,4.5,15,15,30,265.62, , ,0,0,0, ,5,265.62,0,0,22,19,0,1,1
2,722,11/20/19 14:32,Product # 95: Cute Cat Thermos Stainless Steel Mini Cartoon Water Bottle Travel Coffee Mug,5,5,Chrome,78.0.3904.97,Windows NT 10.0,1366x768,5,3,5,4,4,4,6,5,4,4,4,3,5,1,4,154.328,2,1,6,5,5,5,3,4,5,5,5,6,4,2,3,124.117,5,5, , ,0,4,5,6,5,3,4,5,3,2,4,2,4,2, ,23,1,0,1,0,0,0,0,0, , , , , , ,1, , , ,6,3, , ,5,1,3,70,11/18/19 14:41,4,5,25,2,13,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,15,15,30,278.445, , ,0,0,0, ,5,278.445,0,0,25,13,0,1,1
2,1087,11/20/19 10:17,"""Product # 200: Lenovo Laptop Backpack B210, 15.6-Inch Laptop and Tablet, Durable, Water-Repellent, Lightweight""",7,7,Chrome,78.0.3904.97,Windows NT 10.0,1366x768,5,3,5,4,4,4,6,5,4,4,4,3,5,1,4,219.764,2,1,6,5,5,5,3,4,5,5,5,6,4,2,3,148.193,7,7, , ,0,6,6,2,6,1,3,3,4,2,4,5,5,2, ,66,3,0,0,1,0,0,0,0, ,1, , , , , , , , ,1,4, , ,4,7,5,260,11/18/19 14:36,3,7,27,2,18,7,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,15,15,30,367.957, , ,0,0,0, ,4,367.957,0,0,27,18,0,1,1
2,1403,11/20/19 13:52,Product # 2: Artinova Elephant Shape Wooden Pen Cup Cell Phone Stand,6,6,Firefox,70,Windows NT 10.0,1366x768,5,3,5,4,4,4,6,5,4,4,4,3,5,1,4,282.393,2,1,6,5,5,5,3,4,5,5,5,6,4,2,3,163.035,6,6, , ,0,6,4,6,6,5,5,6,4,4,4,3,3,2, ,41,4,1,0,0,0,0,0,0, ,1, , , , , , , , ,4,7, , ,5,6,1,68,11/18/19 14:37,3,3,25,2,16,6,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,15,15,30,445.428, , ,0,0,0, ,5,445.428,0,0,25,16,0,1,1
2,337,11/20/19 14:51,"""Product # 35: Snuggie- The Original Wearable Blanket, As Seen On TV- Plaid""",3,4,Safari,13.0.3,Macintosh,1440x900,5,3,5,4,4,4,6,5,4,4,4,3,5,1,4,69.131,2,1,6,5,5,5,3,4,5,5,5,6,4,2,3,76.584,3,3, , ,0,4,4,5,5,3,4,5,3,2,3,2,4,2, ,20,4,1,0,1,0,1,0,0, , , , , , ,1, , , ,6,2, , ,5,1,1,19,11/18/19 14:42,2,5,23,3,14,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3.5,15,15,30,145.715, , ,1,0,0, ,5,145.715,0,0,23,14,.5,1,1
2,616,11/20/19 10:28,Product # 3: Chia Pet Dustin Stranger Things,7,7,Chrome,76.0.3809.136,CrOS x86_64 12239.92.0,1366x768,5,3,5,4,4,4,6,5,4,4,4,3,5,1,4,142.198,2,1,6,5,5,5,3,4,5,5,5,6,4,2,3,128.929,7,6, , ,0,7,6,7,5,4,6,5,5,1,4,5,4,2, ,40,2,0,0,1,0,0,0,0, ,1, , , , , , , , ,6,2, , ,5,4,1,58,11/18/19 14:29,4,4,29,2,17,7,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,7,15,15,30,271.127, , ,1,0,0, ,5,271.127,0,0,29,17,.5,1,1
2,848,11/19/19 14:30,"""Product # 148: Decorative Throw Pillow Cover, the Mountains are Calling and I Must Go""",4,5,Firefox,70,Windows NT 6.1,1366x768,5,3,5,4,4,4,6,5,4,4,4,3,5,1,4,228.257,2,1,6,5,5,5,3,4,5,5,5,6,4,2,3,142.755,3,4, , ,0,1,2,1,1,7,6,6,3,4,3,4,3,2, ,30,1,0,0,1,0,0,0,0, , , ,1, , , , , , ,6,7, , ,3,1,4,69,11/18/19 14:36,2,1,6,3,17,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,4.5,15,15,30,371.012, , ,1,1,0, ,3,371.012,0,0,6,17,1,1,1
2,679,11/20/19 10:08,"""Product # 183: Elegant Reusable Bamboo Eco Travel Mug - Easy to Hold Cup for Coffee or Tea. Splash-Proof, Easy Clean Lid. (14 Oz)""",3,4,Firefox,68,Macintosh,1551x756,5,3,5,4,4,4,6,5,4,4,4,3,5,1,4,169.8,2,1,6,5,5,5,3,4,5,5,5,6,4,2,3,84.7,1,1, , ,0,3,3,4,3,5,7,5,3,4,3,4,4,2, ,25,5,0,0,0,0,0,0,1, , , , , , ,1, , , ,6,6, , ,3,1,5,39,11/18/19 14:42,2,3,16,3,18,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.5,15,15,30,254.5, , ,3,2,0, ,3,254.5,0,0,16,18,2.5,1,1
2,472,11/20/19 14:05,"""Product # 10: The Ultimate Game of Thrones and Philosophy: You Think or Die, Paperback Book""",4,4,Safari iPhone,13.0.1,iPhone,375x812,5,3,5,4,4,4,6,5,4,4,4,3,5,1,4,155.365,2,1,6,5,5,5,3,4,5,5,5,6,4,2,4,63.173,4,4, , ,0,4,4,5,2,4,5,6,4,3,4,4,3,1, ,20,2,1,0,0,0,0,0,0, ,1, , , , , , , , ,6,3, , ,4,2,1,21,11/18/19 14:22,2,4,19,2,16,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,15,14,29,218.538, , ,0,0,0, ,4,218.538,1,0,19,16,0,0,1
2,680,11/20/19 14:01,Product # 179: Dragon Stapler Novelty by Pacific Giftware,4,5,Chrome,78.0.3904.97,Windows NT 10.0,1920x1080,5,3,5,4,4,4,6,5,4,4,4,3,5,1,4,132.394,2,1,6,5,5,5,3,4,5,5,5,6,4,2,3,106.346,4,4, , ,0,4,4,5,7,3,5,7,5,5,1,5,5,1, ,39,4,0,0,0,0,0,0,1, , , , , ,1,1, , , ,3,5, , ,4,1,5,33,11/18/19 14:21,4,5,25,5,25,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4.5,15,15,30,238.74, , ,1,0,0, ,4,238.74,1,0,25,25,.5,1,1
2,505,11/20/19 13:40,"""Product # 27: Tacosaurus Rex Taco Holder- Holds 2 Tacos, Top Rated Novelty Taco Holder""",4,4,Chrome,78.0.3904.97,Windows NT 10.0,1920x1080,5,3,5,4,4,4,6,5,4,4,4,3,5,1,4,108.079,2,1,6,5,5,5,3,4,5,5,5,6,4,2,3,41.346,3,3, , ,0,6,5,5,5,2,5,4,5,5,1,5,5,1, ,33,2,1,0,0,0,0,0,0, ,1, , , , , , , , ,2,5, , ,4,1,1,373,11/18/19 14:45,3,6,27,5,25,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,15,15,30,149.425, , ,1,1,0, ,4,149.425,1,0,27,25,1,1,1
2,454,11/20/19 14:08,"""Product # 17: Gogobuddy Pet Christmas Headdress, 7 Pack Snowman Santa Elk Crown""",6,5,Chrome,78.0.3904.97,Windows NT 10.0,1366x768,5,3,5,4,4,4,6,5,4,4,4,3,5,1,4,65.105,2,1,6,5,5,5,3,4,5,5,5,6,4,2,3,56.848,4,5, , ,0,4,3,6,7,5,5,6,4,5,4,5,5,1, ,32,4,1,0,0,0,0,0,0, ,1, , , , , , , , ,2,6, , ,5,3,1,22,11/18/19 14:43,4,3,23,2,21,4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,5.5,15,15,30,121.953, , ,0,2,0, ,5,121.953,1,0,23,21,1,1,1
2,399,11/19/19 14:21,Product # 7: WoneNice Camping Hammock - Portable Lightweight Double Nylon Hammock,6,6,Firefox,70,Windows NT 10.0,1920x1080,5,3,5,4,4,4,6,5,4,4,4,3,5,1,4,64.584,2,1,6,5,5,5,3,4,5,5,5,6,4,2,3,59.201,3,4, , ,0,1,1,1,5,6,5,6,2,4,4,5,5,1, ,30,4,1,0,0,0,0,0,0, ,1, , , , , , , , ,2,5, , ,2,1,1,15,11/18/19 14:35,2,2,10,2,18,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,6,15,15,30,123.785, , ,2,3,0, ,2,123.785,1,0,10,18,2.5,1,1
2,495,11/19/19 14:17,Product # 7: WoneNice Camping Hammock - Portable Lightweight Double Nylon Hammock,5,5,Chrome,78.0.3904.87,Windows NT 10.0,1366x768,5,3,5,4,4,4,6,5,4,4,4,3,5,1,4,101.561,2,1,6,5,5,5,3,4,5,5,5,6,4,2,3,101.615,2,2, , ,0,4,5,5,5,2,6,5,2,2,5,4,4,1, ,24,1,1,0,0,0,0,0,0, , ,1, , , , , , , ,6,3, , ,5,1,1,33,11/18/19 14:16,3,6,25,1,13,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,15,15,30,203.176, , ,3,3,0, ,5,203.176,1,0,25,13,3,1,1
2,814,11/20/19 15:04,Product # 120: YETI Rambler Stainless Steel Vacuum Insulated Tumbler with Lid,5,4,Chrome,78.0.3904.97,Windows NT 10.0,1920x1080,5,3,5,4,4,4,6,5,4,4,4,3,5,1,4,47.336,2,1,6,5,5,5,3,4,5,5,5,6,4,2,3,29.512,5,5, , ,0,2,2,3,5,3,3,5,4,4,2,4,4,1, ,32,3,1,0,0,0,0,0,0, ,1, , , , , , , , ,6,6, , ,3,5,3,24,11/18/19 14:47,2,5,17,4,20,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4.5,15,15,30,76.848, , ,-1,0,0, ,3,76.848,1,0,17,20,-.5,1,1
2,796,11/20/19 10:07,"""Product # 200: Lenovo Laptop Backpack B210, 15.6-Inch Laptop and Tablet, Durable, Water-Repellent, Lightweight""",5,5,Chrome,78.0.3904.97,Windows NT 10.0,1366x768,5,3,5,4,4,4,6,5,4,4,4,3,5,1,4,108.156,2,3,6,5,5,5,3,4,5,5,5,6,4,2,3,94.675,5,5, , ,0,4,4,4,5,3,4,5,3,4,4,3,4,1, ,34,4,1,0,0,0,0,0,0, ,1, , , , , , , , ,1,6, , ,4,4,5,41,11/18/19 14:27,3,5,22,2,16,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,15,14,29,202.831, , ,0,0,0, ,4,202.831,1,0,22,16,0,0,1
2,384,11/20/19 15:35,"""Product # 17: Gogobuddy Pet Christmas Headdress, 7 Pack Snowman Santa Elk Crown""",2,1,Firefox,70,Macintosh,1280x800,5,3,5,4,4,4,6,5,4,4,4,3,5,1,4,105.355,2,1,6,5,5,5,3,4,5,5,5,6,4,2,3,97.248,1,1, , ,0,3,1,1,2,6,4,6,4,2,3,3,3,1, ,27,3,1,0,0,0,0,0,0, ,1, , , , , , , , ,6,8, , ,4,1,1,16,11/18/19 14:38,2,2,9,3,15,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.5,15,15,30,202.603, , ,0,1,0, ,4,202.603,1,0,9,15,.5,1,1
2,599,11/20/19 13:39,"""Product # 92: Plant Theatre Bonsai Trio Kit, 3 Distinctive Bonsai Trees to Grow""",3,3,Chrome,78.0.3904.108,Windows NT 10.0,1920x1200,5,3,5,4,4,4,6,5,4,4,4,3,5,1,4,87.356,2,1,6,5,5,5,3,4,5,5,5,6,4,2,3,79.48,3,2, , ,0,3,2,1,5,6,6,6,4,4,3,4,5,1, ,28,4,1,0,0,0,0,0,0, ,1, , , , , , , , ,1,6, , ,3,1,3,35,11/18/19 14:25,2,2,13,3,20,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,3,15,15,30,166.836, , ,1,0,0, ,3,166.836,1,0,13,20,.5,1,1
2,549,11/19/19 14:25,Product # 25: Abs Muscle Trainer for Men Women - Portable Trainer Abs Belt,5,4,Chrome,78.0.3904.92,CrOS x86_64 12499.51.0,1366x768,5,3,5,4,4,4,6,4,4,4,4,3,5,1,4,105.028,2,1,6,5,5,5,3,4,5,5,5,6,4,2,3,116.201,4,4, , ,0,4,4,6,6,1,5,3,4,4,4,5,5,1, ,36,3,1,0,0,0,0,0,0, ,1, , , , , , , , ,6,3, , ,4,1,1,63,11/18/19 14:43,3,7,27,2,20,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4.5,14,15,29,221.229, , ,0,1,0, ,4,221.229,1,0,27,20,.5,0,1
2,407,11/20/19 14:08,"""Product # 101: Horsebiz Eco-Friendly Bamboo 2.4 GHZ Wireless Optical Mice DPI 1200/1600 for PC, Laptop, Notebook, Computer, MacBook""",6,6,Firefox,70,Windows NT 10.0,1600x900,4,3,5,4,4,4,6,5,4,4,4,3,5,1,4,63.713,2,1,6,5,5,5,3,4,5,5,5,6,4,2,3,54.808,5,6, , ,0,3,2,1,5,6,6,7,2,5,5,4,4,1, ,18,3,1,0,0,0,0,0,0, , ,1, , , , , , , ,6,3, , ,5,1,3,22,11/18/19 14:28,2,2,13,1,16,5,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,6,14,15,29,118.521, , ,0,1,0, ,5,118.521,1,0,13,16,.5,0,1
2,341,11/19/19 14:15,"""Product # 200: Lenovo Laptop Backpack B210, 15.6-Inch Laptop and Tablet, Durable, Water-Repellent, Lightweight""",4,5,Firefox,70,Windows NT 10.0,1536x864,5,3,5,4,4,4,6,5,4,4,4,3,5,1,4,69.023,2,1,6,5,5,5,3,4,5,5,5,6,4,2,3,57.793,4,4, , ,0,3,4,3,5,4,2,6,1,1,5,1,1,1, ,27,4,1,0,0,0,0,0,0, ,1, , , , , , , , ,6,3, , ,2,1,5,24,11/18/19 14:44,3,4,19,1,5,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4.5,15,15,30,126.816, , ,1,0,0, ,2,126.816,1,0,19,5,.5,1,1
